,ANÁLISIS / ANALYSES,UNIDADES / UNIT,MIN,MAX,MÉTODO / METHOD,RESULTADOS DE CALIDAD / QUALITY RESULTS,CLIENTE,PRODUCTO,FECHA,NUM PAGINA,ARCHIVO,INCERTIDUMBRE/ UNCERTAINTY %
3311,OLOR,-,Comerciable,,ʻ,Comerciable,TOTAL HERCOSA SERVICE,GASOLINA REGULAR,2023-01-21 13:00:00,2,2023 01 047.pdf,
3312,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7311,TOTAL HERCOSA SERVICE,GASOLINA REGULAR,2023-01-21 13:00:00,2,2023 01 047.pdf,
3313,GRAVEDAD API @ 60 ° F,1,Reportar,,ASTM D-1298,62.0,TOTAL HERCOSA SERVICE,GASOLINA REGULAR,2023-01-21 13:00:00,2,2023 01 047.pdf,
3314,INDICE ANTIDETONANTE,,Reportar,,Calculo,85.0,TOTAL HERCOSA SERVICE,GASOLINA REGULAR,2023-01-21 13:00:00,2,2023 01 047.pdf,
3315,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,94.3,TOTAL HERCOSA SERVICE,GASOLINA PREMIUM,2023-01-21 13:00:00,3,2023 01 047.pdf,
3316,NUMERO DE OCTANO METODO MOTOR (MON),-,82,,ASTM D-2700,85.4,TOTAL HERCOSA SERVICE,GASOLINA PREMIUM,2023-01-21 13:00:00,3,2023 01 047.pdf,
3317,NUMERO DE OCTANO METODO RESEARCH (RON),#,95,,ASTM D-2699,95.2,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3318,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,86.0,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3319,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3320,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,9.04,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3321,RVP + 0.1 E 70 ° C,-,Reportar,.,Calculo,11.31,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3322,DESTILACION 10% VOL. RECUPERADO,0,1,75,ASTM D86,55,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3323,DESTILACIÓN 50% VOL. RECUPERADO,℃,,121,ASTM D86,106,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3324,DESTILACION 90% VOL. RECUPERADO,·℃,,190,ASTM D86,162,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3325,PUNTO FINAL,℃,,225,ASTM D86,203,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3326,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3327,RECUPERADO @ 70 °C,% Vol.,Reportar,.,ASTM D86,22.67,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3328,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,.,4,ASTM D-381,N/D,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3329,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3330,CONTENIDO DE AZUFRE,% en Peso,-,0.15,ASTM D-4294,N/D,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3331,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No. 1,ASTM D-130,1A,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3332,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3333,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0004,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3334,COLOR,.,Incoloro,,,Amarillo,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3335,OLOR,,Comerciable,,,Comerciable,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3336,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7504,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3337,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,57.0,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3338,INDICE ANTIDETONANTE,,Reportar,,Calculo,90.6,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,1,2023 07 002.pdf,
3339,NUMERO DE OCTANO METODO RESEARCH (RON),,95.0,,ASTM D-2699,95.3,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,2,2023 07 002.pdf,
3340,NUMERO DE OCTANO METODO MOTOR (MON),,82.0,,ASTM D-2700,86.0,SHELL LA CALETA,GASOLINA PREMIUM,2023-03-07 07:00:00,2,2023 07 002.pdf,
3341,NUMERO DE OCTANO METODO RESEARCH (RON),1,89,,ASTM D-2699,89.6,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3342,NUMERO DE OCTANO METODO MOTOR (MON),.,76,.,ASTM D-2700,81.8,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3343,CONTENIDO DE PLOMO,G/gal,.,0.02,ASTM D-3237,N/D,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3344,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,9.12,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3345,RVP + 0.1 E 70 ° C,.,Reportar,.,Calculo,12.43,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3346,DESTILACION 10% VOL. RECUPERADO,,:selected: .,75,ASTM D86,52,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3347,DESTILACION 50% VOL. RECUPERADO,0,:unselected:,121,ASTM D86,90,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3348,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,158,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3349,PUNTO FINAL,℃,:unselected:,225,ASTM D86,184,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3350,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3351,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,33.14,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3352,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,0.8,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3353,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3354,CONTENIDO DE AZUFRE,% Peso,.,0.15,ASTM D-4294,N/D,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3355,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,-,No 1,ASTM D-130,1A,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3356,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3357,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0006,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3358,COLOR,,Naranja,,,Naranja,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3359,OLOR,,Comerciable,,,Comerciable,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3360,DENSIDAD @ 15 ℃,Kg/L,Reportar,-,ASTM D-1298,0.7311,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3361,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,62.0,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3362,INDICE ANTIDETONANTE,,Reportar,,Calculo,85.7,SHELL LA CALETA,GASOLINA REGULAR,2023-03-07 07:00:00,3,2023 07 002.pdf,
3363,NUMERO DE OCTANO METODO RESEARCH (RON),,95,1,ASTM D-2699,95.1,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3364,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,85.9,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3365,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3366,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,.,10.0,ASTM D-323,9.27,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3367,RVP + 0.1 E 70 ° C,.,Reportar,1,Calculo,11.36,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3368,DESTILACION 10% VOL. RECUPERADO,°C,,75,ASTM D86,55,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3369,DESTILACION 50% VOL. RECUPERADO,,,121,ASTM D86,106,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3370,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,161,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3371,PUNTO FINAL,0,,225,ASTM D86,203,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3372,RESIDUO,% Vol.,,"2,0",ASTM D86,0.3,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3373,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,20.92,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3374,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3375,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3376,CONTENIDO DE AZUFRE,% en Peso,-,0.15,ASTM D-4294,N/D,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3377,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° ℃),Adim.,,No. 1,ASTM D-130,1A,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3378,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3379,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0002,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3380,COLOR,-,Incoloro,,,Amarillo,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3381,OLOR,-,Comerciable,,,Comerciable,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3382,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7464,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3383,GRAVEDAD API @ 60 ° F,-,Reportar,,ASTM D-1298,58.0,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3384,INDICE ANTIDETONANTE,-,Reportar,,Calculo,90.5,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,1,2023 07 016.pdf,
3385,NUMERO DE OCTANO METODO RESEARCH (RON),.,95.0,,ASTM D-2699,95.4,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,2,2023 07 016.pdf,
3386,NUMERO DE OCTANO METODO MOTOR (MON),,82.0,,ASTM D-2700,86.0,SHELL MILTIN,GASOLINA PREMIUM,2023-05-07 15:42:00,2,2023 07 016.pdf,
3387,NUMERO DE OCTANO METODO RESEARCH (RON),,89,,ASTM D-2699,88.0,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3388,NUMERO DE OCTANO METODO MOTOR (MON),,76,,ASTM D-2700,81.1,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3389,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3390,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,9.57,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3391,RVP + 0.1 E 70 ° C,.,Reportar,-,Calculo,13.03,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3392,DESTILACION 10% VOL. RECUPERADO,o 0,1,75,ASTM D86,51,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3393,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,89,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3394,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,156,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3395,PUNTO FINAL,℃,,225,ASTM D86,195,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3396,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3397,RECUPERADO @ 70 °C,% Vol.,Reportar,.,ASTM D86,34.57,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3398,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,0.8,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3399,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3400,CONTENIDO DE AZUFRE,% Peso,.,0.15,ASTM D-4294,N/D,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3401,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,",",No 1,ASTM D-130,1A,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3402,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3403,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0007,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3404,COLOR,,Naranja,,,Rojo,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3405,OLOR,,Comerciable,,,Comerciable,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3406,DENSIDAD @ 15 ℃,Kg/L,Reportar,,ASTM D-1298,0.7311,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3407,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,62.0,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3408,INDICE ANTIDETONANTE,,Reportar,,Calculo,84.5,SHELL MILTIN,GASOLINA REGULAR,2023-05-07 15:42:00,3,2023 07 016.pdf,
3409,NUMERO DE OCTANO METODO RESEARCH (RON),,95,ʻ,,94.3,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3410,NUMERO DE OCTANO METODO MOTOR (MON),,82,:,,85.4,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3411,CONTENIDO DE PLOMO,G/gal,,0.02,,N/D,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3412,PRESION A VAPOR REID (RVP) @ 100 º F,PS!,,10.0,,8.28,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3413,RVP + 0.1 E 70 °C,.,Reportar,.,,10.35,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3414,DESTILACION 10% VOL. RECUPERADO,º C,,75,,56,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3415,DESTILACION 50% VOL. RECUPERADO,,,121,,109,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3416,DESTILACION 90% VOL. RECUPERADO,,,190,,174,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3417,PUNTO FINAL,,,225,,209,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3418,RESIDUO,% Vol.,,"2,0",,1.1,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3419,RECUPERADO @ 70 ℃,% Vol.,Reportar,-,,20.71,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3420,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,1,4,,0.8,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3421,PERIODO DE INDUCCION,Minutos,240,-,,>240,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3422,CONTENIDO DE AZUFRE,% en Peso,,0.15,,N/D,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3423,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adím.,,No. 1,,1A,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3424,PRUEBA DOCTOR,Adim.,Negativo,,,Negativo,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3425,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,,0.0006,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3426,COLOR,-,Incoloro,,,Amarillo,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3427,OLOR,-,Comerciable,,,Comerciable,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3428,DENSIDAD @ 15 ℃,Kg/L,Reportar,,,0.7425,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3429,GRAVEDAD API @ 60 ° F,-,Reportar,,,59.0,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3430,INDICE ANTIDETONANTE,-,Reportar,,,89.9,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,1,2023 01 080.pdf,
3431,NUMERO DE OCTANO METODO RESEARCH (RON),,,,ASTM D-2699,94.3,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,2,2023 01 080.pdf,
3432,NUMERO DE OCTANO METODO MOTOR (MON),,,,ASTM D-2700,85.3,TEXACO LOS CAJUILITOS,GASOLINA PREMIUM,2023-01-31 18:49:00,2,2023 01 080.pdf,
3433,NUMERO DE OCTANO METODO RESEARCH (RON),-,95,1,ASTM D-2699,96.5,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3434,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,88.1,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3435,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3436,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,8.06,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3437,RVP + 0.1 E 70 °C,-,Reportar,-,Calculo,10.08,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3438,DESTILACION 10% VOL. RECUPERADO,º C,,75,ASTM D86,58,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3439,DESTILACION 50% VOL. RECUPERADO,·℃,,121,ASTM D86,106,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3440,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,155,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3441,PUNTO FINAL,℃,,225,ASTM D86,198,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3442,RESIDUO,% Vol.,,"2,0",ASTM D86,0.6,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3443,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,20.17,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3444,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3445,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3446,CONTENIDO DE AZUFRE,% en Peso,,0.15,ASTM D-4294,N/D,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3447,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No. 1,ASTM D-130,1A,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3448,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3449,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0004,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3450,COLOR,,Incoloro,,,Amarillo,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3451,OLOR,,Comerciable,,,Comerciable,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3452,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7386,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3453,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,60.0,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3454,INDICE ANTIDETONANTE,ʻ,Reportar,,Calculo,92.3,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,1,2023 07 012.pdf,
3455,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,96.4,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,2,2023 07 012.pdf,
3456,NUMERO DE OCTANO METODO MOTOR (MON),ʻ,82,,ASTM D-2700,87.9,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,2,2023 07 012.pdf,
3457,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,2,2023 07 012.pdf,
3458,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,7.93,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,2,2023 07 012.pdf,
3459,RVP + 0.1 E 70 ° C,.,Reportar,-,Calculo,9.87,PETRONAN LOS TRANSFORMADORES,GASOLINA PREMIUM,2023-04-07 15:32:00,2,2023 07 012.pdf,
